emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees,delinquency_category,loan_size,dti_category,credit_utilization_percent,credit_utilization_category,loan_quality,is_bad_loan,income_group,credit_history_years,term_category
coordinator,10,CA,mortgage,65000.0,source verified,19.63,0.0,not_applicable,0.0,0,1993,0,20,11,50238,30437,0,0,0,0,1,6,6.0,11,0,0,5,28600,18,10,9,0,70.6,0,0,credit_card,individual,30000,36,16.01,1054.86,C,C5,2018-03-01,current,whole,DirectPay,28682.05,2083.04,1317.95,765.09,0.0,Late (37-60 Months),Very Large Loan,Low Risk,60.585612484573424,Medium,Good Loan,0,Middle Income,33,Short Term
it_technician,2,SC,mortgage,58000.0,verified,14.84,0.0,not_applicable,0.0,0,2010,2,23,17,203874,28090,0,0,0,0,3,8,4.0,17,0,0,5,10300,15,12,5,1,91.3,0,0,debt_consolidation,individual,14000,60,28.72,442.01,F,F1,2018-03-01,current,whole,Cash,13671.43,1303.69,328.57,975.12,0.0,Never Late,Medium Loan,Low Risk,13.778117857107821,Low,Good Loan,0,Middle Income,16,Long Term
military_officer,9,VT,mortgage,114416.0,source verified,3.3,0.0,not_applicable,0.0,0,2004,2,13,7,605065,13185,0,0,0,0,0,4,3.0,7,0,0,3,80800,7,5,3,3,100.0,0,0,debt_consolidation,individual,16000,36,5.32,481.84,A,A1,2018-01-01,fully paid,whole,Cash,0.0,16038.5688888886,16000.0,38.57,0.0,Never Late,Large Loan,Low Risk,2.179104724285821,Low,Good Loan,0,High Income,22,Short Term
originator,3,CO,rent,93500.0,source verified,20.89,0.0,not_applicable,0.0,2,1996,1,23,9,75891,22173,0,0,0,0,1,2,4.0,9,0,0,2,28900,15,5,4,1,71.4,0,0,debt_consolidation,individual,20000,60,14.07,466.1,C,C3,2018-02-01,current,whole,Cash,19297.02,1382.67,702.98,679.69,0.0,Late (0-12 Months),Large Loan,Moderate Risk,29.216903190101597,Low,Good Loan,0,Middle Income,30,Long Term
branch_manager,0,MD,rent,75000.0,source verified,10.61,0.0,not_applicable,0.0,0,2003,0,13,6,37850,17263,0,0,0,1002,3,4,15.0,6,0,0,2,19600,5,3,3,0,53.8,0,0,debt_consolidation,individual,2800,36,7.97,87.71,A,A5,2018-01-01,current,whole,Cash,2520.78,349.6,279.22,70.38,0.0,Late (37-60 Months),Small Loan,Low Risk,45.60898282694848,Medium,Good Loan,0,Middle Income,23,Short Term
communications,7,MA,mortgage,88000.0,source verified,15.07,0.0,not_applicable,0.0,0,2004,2,27,23,552650,31683,0,0,0,0,1,7,0.0,23,0,0,9,74500,21,21,13,2,100.0,0,0,debt_consolidation,individual,15000,36,5.32,451.73,A,A1,2018-02-01,current,whole,DirectPay,13448.8,1802.49,1551.2,251.29,0.0,Never Late,Large Loan,Low Risk,5.732923188274676,Low,Good Loan,0,Middle Income,22,Short Term
registered_nurse,2,VA,rent,65000.0,source verified,23.69,0.0,not_applicable,0.0,0,2004,4,26,10,56144,43792,0,0,0,0,3,0,3.0,10,0,0,3,9600,21,7,6,0,73.1,0,0,debt_consolidation,individual,25000,36,20.39,934.07,D,D4,2018-03-01,current,fractional,Cash,23972.79,1839.82,1027.21,812.61,0.0,Late (13-36 Months),Large Loan,Moderate Risk,77.99943003704759,High,Good Loan,0,Middle Income,22,Short Term
live_sound_engineer,2,NY,rent,58000.0,not verified,17.67,0.0,not_applicable,0.0,0,2013,2,9,8,45757,32160,0,0,0,0,5,4,0.0,8,0,0,1,7100,4,3,1,0,100.0,0,0,major_purchase,individual,14000,36,10.41,454.45,B,B3,2018-03-01,current,whole,Cash,12289.47,2055.25,1710.53,344.72,0.0,Never Late,Medium Loan,Low Risk,70.28432808094936,High,Good Loan,0,Middle Income,13,Short Term
pdr_technician,10,SD,own,75000.0,not verified,22.85,0.0,not_applicable,0.0,0,2004,3,20,8,128961,84281,0,0,0,499,1,5,2.0,8,0,0,3,45800,13,7,4,0,100.0,0,0,small_business,individual,15000,36,9.44,480.08,B,B1,2018-01-01,current,fractional,Cash,13160.89,2392.53,1839.11,553.42,0.0,Never Late,Large Loan,Moderate Risk,65.3538666728701,Medium,Good Loan,0,Middle Income,22,Short Term
customer_service_agent,10,TX,rent,77000.0,not verified,20.14,0.0,not_applicable,0.0,0,2000,0,7,5,47456,44103,0,0,0,0,0,0,23.0,5,0,0,4,11000,4,4,4,0,100.0,0,0,credit_card,individual,15000,36,10.42,486.98,B,B3,2018-01-01,current,whole,Cash,13185.1,2421.67,1814.9,606.77,0.0,Never Late,Large Loan,Moderate Risk,92.93450775455159,High,Good Loan,0,Middle Income,26,Short Term
body_mechanic,8,IL,own,65000.0,not verified,8.42,115005.0,not_applicable,10.56,0,2001,1,19,6,180953,21123,0,0,0,0,0,1,5.0,6,0,0,3,22800,10,5,5,4,94.7,0,0,credit_card,joint,20000,36,6.72,614.99,A,A3,2018-01-01,current,whole,DirectPay,17971.08,2452.49,2028.92,423.57,0.0,Never Late,Large Loan,Low Risk,11.673196907484265,Low,Good Loan,0,Middle Income,25,Short Term
manager,4,PA,mortgage,101576.0,source verified,4.27,0.0,not_applicable,0.0,1,2003,5,17,9,30752,17523,0,0,0,0,1,6,1.0,9,0,0,3,12200,13,8,4,1,92.9,0,0,major_purchase,individual,25000,60,13.59,576.41,C,C2,2018-01-01,current,whole,Cash,23056.94,3287.17,1943.06,1344.11,0.0,Never Late,Large Loan,Low Risk,56.98165972944849,Medium,Good Loan,0,High Income,23,Long Term
bulk_cheese_cutter,10,WI,mortgage,37780.0,source verified,37.99,101680.0,Source Verified,14.11,0,1986,10,47,9,171153,72643,0,0,0,0,6,7,6.0,9,0,0,1,2000,4,2,2,2,89.4,0,0,other,joint,10000,60,20.39,267.12,D,D4,2018-03-01,current,whole,Cash,9703.41,778.7,296.59,482.11,0.0,Late (37-60 Months),Medium Loan,High Risk,42.44331095569461,Medium,Good Loan,0,Low Income,40,Long Term
welder_supervisor,9,GA,mortgage,83000.0,source verified,9.98,0.0,not_applicable,0.0,0,2000,8,15,12,203527,25594,0,2,0,0,2,10,0.0,12,0,0,5,12900,10,9,6,3,100.0,1,1,other,individual,5000,36,10.41,162.31,B,B3,2018-02-01,current,whole,Cash,4640.09,484.04,359.91,124.13,0.0,Never Late,Medium Loan,Low Risk,12.575235718111111,Low,Good Loan,0,Middle Income,26,Short Term
not_provided,0,MO,mortgage,120000.0,verified,13.68,0.0,not_applicable,0.0,0,1994,0,26,18,376657,38481,0,0,0,0,0,2,13.0,18,0,0,9,37200,17,17,15,3,100.0,0,0,credit_card,individual,40000,60,14.08,932.39,C,C3,2018-03-01,current,whole,Cash,38594.47,2937.97,1405.53,1532.44,0.0,Never Late,Very Large Loan,Low Risk,10.216456882521765,Low,Good Loan,0,High Income,32,Long Term
social_worker,0,WA,rent,65000.0,not verified,13.18,0.0,not_applicable,0.0,0,1995,2,10,7,56400,20225,0,0,0,0,1,2,10.0,7,0,0,3,34300,8,6,5,0,90.0,0,0,credit_card,individual,10000,36,12.61,335.07,C,C1,2018-03-01,current,whole,Cash,9537.61,663.13,462.39,200.74,0.0,Never Late,Medium Loan,Low Risk,35.85992907801418,Medium,Good Loan,0,Middle Income,31,Short Term
office_manager,0,NY,rent,45000.0,source verified,25.12,0.0,not_applicable,0.0,1,2008,9,16,11,47005,35085,0,0,0,0,2,4,7.0,11,0,0,7,14000,11,9,9,0,81.3,0,0,credit_card,individual,15000,36,16.01,527.43,C,C5,2018-03-01,current,whole,Cash,14004.93,1568.95,995.07,573.88,0.0,Never Late,Large Loan,Moderate Risk,74.64099563876184,High,Good Loan,0,Low Income,18,Short Term
nurse,8,CA,rent,92000.0,not verified,13.03,0.0,not_applicable,0.0,0,2003,0,19,11,56694,30075,0,0,0,0,2,6,6.0,11,0,0,5,27100,12,9,5,0,100.0,0,0,debt_consolidation,individual,22000,36,10.9,719.22,B,B4,2018-03-01,current,whole,Cash,20427.64,2131.02,1572.36,558.66,0.0,Late (60+ Months),Large Loan,Low Risk,53.047941581119694,Medium,Good Loan,0,Middle Income,23,Short Term
not_provided,0,CA,rent,25825.0,not verified,10.46,0.0,not_applicable,0.0,0,1985,1,7,6,10200,6085,0,0,0,0,0,3,4.0,6,0,0,3,7000,6,5,5,0,85.7,0,0,credit_card,individual,5000,36,13.59,169.9,C,C2,2018-01-01,current,whole,Cash,4420.65,840.06,579.35,260.71,0.0,Late (37-60 Months),Medium Loan,Low Risk,59.65686274509804,Medium,Good Loan,0,Low Income,41,Short Term
operations_lead,10,IL,mortgage,110000.0,source verified,18.7,0.0,not_applicable,0.0,0,1991,8,24,10,359558,64338,0,1,0,0,3,7,5.0,10,0,0,2,28400,11,5,3,6,100.0,0,1,debt_consolidation,individual,30000,36,6.72,922.48,A,A3,2018-01-01,current,fractional,Cash,26185.11,4590.0,3814.89,775.11,0.0,Never Late,Very Large Loan,Low Risk,17.89363607540369,Low,Good Loan,0,High Income,35,Short Term
not_provided,0,OH,own,11772.0,verified,38.94,32295.0,Verified,22.93,0,1997,1,12,5,60305,44937,0,1,0,0,1,3,5.0,5,0,0,2,4400,6,4,3,0,100.0,0,1,debt_consolidation,joint,11625,60,26.3,350.13,E,E5,2018-02-01,current,whole,Cash,11230.88,1383.53,394.12,989.41,0.0,Never Late,Medium Loan,High Risk,74.51620926954648,High,Good Loan,0,Low Income,29,Long Term
accounts_payable,0,TX,rent,37500.0,source verified,21.12,0.0,not_applicable,0.0,0,2007,1,56,24,79973,72751,0,0,0,0,19,2,7.0,24,0,0,3,18500,9,5,3,0,100.0,0,0,debt_consolidation,individual,12975,36,15.05,450.11,C,C4,2018-02-01,current,whole,Cash,12102.0,1339.48,873.0,466.48,0.0,Never Late,Medium Loan,Moderate Risk,90.96945219011417,High,Good Loan,0,Low Income,19,Short Term
controller,10,IN,mortgage,140000.0,not verified,28.12,0.0,not_applicable,0.0,0,1979,4,60,36,326391,172538,0,0,0,0,9,7,7.0,36,0,0,10,62600,31,23,12,3,100.0,0,0,debt_consolidation,individual,28000,60,10.9,607.4,B,B4,2018-03-01,current,whole,DirectPay,26931.15,1847.63,1068.85,778.78,0.0,Never Late,Large Loan,Moderate Risk,52.862364464706445,Medium,Good Loan,0,High Income,47,Long Term
manager,2,NY,mortgage,68000.0,source verified,17.48,0.0,not_applicable,0.0,0,2006,6,23,10,190503,47742,0,1,0,0,3,9,1.0,10,0,0,2,7000,14,6,6,2,87.0,0,1,small_business,individual,12000,36,20.0,445.97,D,D4,2018-01-01,current,whole,Cash,10728.47,2196.52,1271.53,924.99,0.0,Never Late,Medium Loan,Low Risk,25.061022661060456,Low,Good Loan,0,Middle Income,20,Short Term
bar_porter,10,NV,mortgage,34982.21,verified,16.64,69964.42,Verified,15.26,0,1999,2,21,8,165786,1681,0,0,0,0,1,2,2.0,8,0,0,0,26700,13,6,1,2,100.0,0,0,other,joint,2000,36,7.35,62.08,A,A4,2018-01-01,current,whole,Cash,1747.78,308.36,252.22,56.14,0.0,Never Late,Small Loan,Low Risk,1.0139577527656134,Low,Good Loan,0,Low Income,27,Short Term
registered_nurse,10,MO,mortgage,70000.0,verified,24.55,0.0,not_applicable,0.0,0,2003,0,26,13,206707,42706,0,0,0,0,3,8,13.0,13,0,0,4,16600,15,9,4,3,92.3,0,0,other,individual,2500,36,14.07,85.53,C,C3,2018-02-01,current,fractional,Cash,2329.36,254.64,170.64,84.0,0.0,Late (13-36 Months),Small Loan,Moderate Risk,20.660161484613486,Low,Good Loan,0,Middle Income,23,Short Term
lead_custom_technician,10,CA,mortgage,60000.0,source verified,6.9,0.0,not_applicable,0.0,1,2006,0,19,5,20490,15425,0,0,0,0,3,4,15.0,5,0,0,2,15000,12,2,2,0,83.3,0,0,credit_card,individual,10125,60,13.59,233.45,C,C2,2018-01-01,current,whole,DirectPay,9517.47,1159.61,607.53,552.08,0.0,Late (60+ Months),Medium Loan,Low Risk,75.28062469497316,High,Good Loan,0,Middle Income,20,Long Term
lead_teacher,3,TX,rent,26000.0,source verified,26.13,0.0,not_applicable,0.0,0,2007,0,12,11,36477,29278,0,0,0,0,4,0,23.0,11,0,0,4,4700,7,7,6,0,100.0,0,0,debt_consolidation,individual,6300,36,16.01,221.53,C,C5,2018-03-01,current,fractional,Cash,5882.04,653.38,417.96,235.42,0.0,Never Late,Medium Loan,Moderate Risk,80.2642761191984,High,Good Loan,0,Low Income,19,Short Term
legal_secretary,10,CA,mortgage,39000.0,verified,8.74,0.0,not_applicable,0.0,0,2004,3,26,6,246974,8401,0,1,0,0,1,4,1.0,6,0,0,1,8800,17,4,1,1,100.0,0,1,major_purchase,individual,2500,36,10.42,81.17,B,B3,2018-01-01,fully paid,whole,Cash,0.0,2514.4694444442,2500.0,14.47,0.0,Never Late,Small Loan,Low Risk,3.401572635176173,Low,Good Loan,0,Low Income,22,Short Term
marketing,2,CA,rent,58900.0,source verified,3.11,0.0,not_applicable,0.0,0,2013,2,6,5,23417,5677,0,0,0,0,0,3,2.0,5,0,0,2,20100,4,4,2,0,100.0,0,0,debt_consolidation,individual,10000,36,6.07,304.54,A,A2,2018-03-01,current,whole,Cash,9234.27,910.25,765.73,144.52,0.0,Never Late,Medium Loan,Low Risk,24.243071273006787,Low,Good Loan,0,Middle Income,13,Short Term
commercial_credit_analyst,4,NY,rent,48000.0,not verified,9.6,0.0,not_applicable,0.0,0,2012,1,11,10,71792,64456,0,0,0,0,4,5,2.0,10,0,0,3,10200,6,6,3,0,100.0,0,0,credit_card,individual,3600,36,11.98,119.54,B,B5,2018-03-01,current,whole,Cash,3346.69,356.22,253.31,102.91,0.0,Never Late,Small Loan,Low Risk,89.78159126365055,High,Good Loan,0,Low Income,14,Short Term
mechanical_test_manager,2,PA,mortgage,109000.0,not verified,31.06,0.0,not_applicable,0.0,0,1973,0,33,17,443762,297856,0,0,0,0,4,3,14.0,17,0,0,8,118200,24,13,10,2,100.0,0,0,debt_consolidation,individual,15000,36,5.32,451.73,A,A1,2018-01-01,current,fractional,Cash,11026.51,4228.07,3973.49,254.58,0.0,Never Late,Large Loan,Moderate Risk,67.12066377923301,Medium,Good Loan,0,High Income,53,Short Term
supervisor,10,SC,mortgage,35000.0,verified,36.04,0.0,not_applicable,0.0,0,1994,4,34,16,125949,25192,0,0,0,0,2,6,6.0,16,0,0,3,28500,15,13,5,1,100.0,0,0,debt_consolidation,individual,10000,36,22.9,386.58,E,E1,2018-03-01,current,fractional,Cash,9401.48,1134.3,598.52,535.78,0.0,Never Late,Medium Loan,High Risk,20.001746738759337,Low,Good Loan,0,Low Income,32,Short Term
field_service_tech,2,UT,mortgage,50000.0,not verified,11.14,100000.0,Not Verified,16.74,0,2008,0,18,7,257144,10921,0,0,0,0,1,3,16.0,7,0,0,1,30100,12,5,1,3,100.0,0,0,home_improvement,joint,26000,60,9.92,551.41,B,B2,2018-03-01,current,whole,Cash,24982.2,1639.9,1017.8,622.1,0.0,Never Late,Large Loan,Low Risk,4.247036679836978,Low,Good Loan,0,Middle Income,18,Long Term
insurance_counselor,10,CA,own,65000.0,verified,26.31,90000.0,Verified,28.8,0,2002,0,15,11,93899,42607,0,0,0,0,1,2,6.0,11,0,0,3,25500,14,10,8,0,100.0,0,0,debt_consolidation,joint,20000,36,7.35,620.75,A,A4,2018-02-01,current,whole,Cash,17988.61,2474.83,2011.39,463.44,0.0,Never Late,Large Loan,Moderate Risk,45.375350110224815,Medium,Good Loan,0,Middle Income,24,Short Term
healthy_social_behavior_specialist,3,NC,mortgage,41442.0,verified,34.67,0.0,not_applicable,0.0,0,2001,0,17,12,235821,51469,0,0,0,0,6,0,6.0,12,0,0,3,8200,6,5,5,3,100.0,0,0,debt_consolidation,individual,17425,36,12.62,583.94,C,C1,2018-01-01,current,fractional,DirectPay,15378.98,2907.48,2046.02,861.46,0.0,Never Late,Large Loan,Moderate Risk,21.825452355812246,Low,Good Loan,0,Low Income,25,Short Term
manager,6,RI,own,95000.0,verified,20.15,0.0,not_applicable,0.0,0,2004,2,16,15,343210,143323,0,0,0,0,8,7,5.0,15,0,0,5,23500,6,5,5,2,100.0,0,0,debt_consolidation,individual,8000,36,21.85,304.91,D,D5,2018-03-01,current,whole,Cash,7513.52,895.31,486.48,408.83,0.0,Never Late,Medium Loan,Moderate Risk,41.75956411526471,Medium,Good Loan,0,Middle Income,22,Short Term
truck_driver,1,AZ,rent,135000.0,not verified,2.92,0.0,not_applicable,0.0,0,2009,1,7,6,23000,14668,0,0,0,0,2,2,10.0,6,0,0,3,15000,5,4,1,0,100.0,0,0,debt_consolidation,individual,10000,36,9.43,320.01,B,B1,2018-02-01,current,whole,Cash,9270.01,954.79,729.99,224.8,0.0,Never Late,Medium Loan,Low Risk,63.77391304347826,Medium,Good Loan,0,High Income,17,Short Term
administrative_assistant,10,NM,mortgage,29000.0,source verified,16.14,0.0,not_applicable,0.0,0,2001,1,24,10,165175,12210,0,0,0,0,2,2,12.0,10,0,0,0,10400,11,7,0,5,95.8,0,0,debt_consolidation,individual,7700,36,6.08,234.53,A,A2,2018-01-01,current,fractional,Cash,6712.45,1176.56,987.55,189.01,0.0,Never Late,Medium Loan,Low Risk,7.392159830482821,Low,Good Loan,0,Low Income,25,Short Term
building_automation_technician,7,CA,rent,94000.0,not verified,25.67,0.0,not_applicable,0.0,0,2002,1,27,10,95760,48779,0,1,0,0,5,3,4.0,10,0,0,0,0,14,5,2,0,100.0,0,1,debt_consolidation,individual,5000,36,9.43,160.01,B,B1,2018-03-01,current,whole,Cash,4423.39,684.79,576.61,108.18,0.0,Never Late,Medium Loan,Moderate Risk,50.938805346700086,Medium,Good Loan,0,Middle Income,24,Short Term
crane_operator,0,WV,mortgage,80000.0,not verified,16.94,0.0,not_applicable,0.0,0,2005,1,20,9,197299,56363,0,0,0,0,2,4,2.0,9,0,0,4,11900,9,6,6,1,85.0,0,0,debt_consolidation,individual,4500,36,9.44,144.03,B,B1,2018-01-01,fully paid,whole,Cash,0.0,4539.8921184,4500.0,39.89,0.0,Never Late,Small Loan,Low Risk,28.56730140548102,Low,Good Loan,0,Middle Income,21,Short Term
school_counselor,10,MA,mortgage,72000.0,verified,5.93,0.0,not_applicable,0.0,0,2002,1,18,4,77696,75350,0,0,0,0,2,3,10.0,4,0,0,0,12000,5,2,0,0,100.0,0,0,debt_consolidation,individual,6500,36,5.31,195.72,A,A1,2018-03-01,current,whole,Cash,3424.84,3121.52,3075.16,46.36,0.0,Never Late,Medium Loan,Low Risk,96.98053953871499,High,Good Loan,0,Middle Income,24,Short Term
designer,3,SC,mortgage,60000.0,source verified,18.42,0.0,not_applicable,0.0,0,2007,5,25,13,240113,123983,0,0,0,0,4,6,1.0,13,0,0,3,29500,10,8,4,1,95.5,0,0,debt_consolidation,individual,26400,36,9.44,844.93,B,B1,2018-01-01,current,fractional,Cash,23163.22,4190.04,3236.78,953.26,0.0,Never Late,Large Loan,Low Risk,51.63527172622891,Medium,Good Loan,0,Middle Income,19,Short Term
area_director,9,VA,mortgage,48391.0,verified,22.69,0.0,not_applicable,0.0,0,2006,1,25,13,290649,54576,0,0,0,0,1,4,3.0,13,0,0,7,61300,18,11,8,2,100.0,0,0,small_business,individual,5000,36,15.05,173.45,C,C4,2018-01-01,fully paid,whole,Cash,0.0,5070.6541678132,5000.0,70.65,0.0,Never Late,Medium Loan,Moderate Risk,18.77728806911429,Low,Good Loan,0,Low Income,20,Short Term
sales_cobbler,10,IL,rent,75000.0,source verified,18.92,0.0,not_applicable,0.0,0,1997,2,17,5,58850,54907,0,0,0,0,2,5,3.0,5,0,0,1,3000,7,2,2,0,100.0,0,0,debt_consolidation,individual,24000,60,16.02,583.89,C,C5,2018-01-01,current,whole,Cash,22646.89,2969.51,1353.11,1616.4,0.0,Never Late,Large Loan,Low Risk,93.2999150382328,High,Good Loan,0,Middle Income,29,Long Term
officer,6,NY,rent,55000.0,verified,1.09,0.0,not_applicable,0.0,0,2013,0,4,2,16000,1959,0,0,0,0,0,1,6.0,2,0,0,2,16000,3,2,2,0,100.0,0,0,major_purchase,individual,30000,36,7.35,931.13,A,A4,2018-01-01,current,whole,Cash,26217.04,4631.15,3782.96,848.19,0.0,Never Late,Very Large Loan,Low Risk,12.24375,Low,Good Loan,0,Middle Income,13,Short Term
sr_school_lunch_helper,8,NY,rent,28865.0,source verified,13.01,0.0,not_applicable,0.0,0,2007,1,26,16,64205,57930,0,0,0,0,11,7,5.0,16,0,0,5,13500,9,5,5,0,95.7,0,0,vacation,individual,2400,36,12.62,80.43,C,C1,2018-01-01,current,fractional,Cash,2118.18,398.78,281.82,116.96,0.0,Never Late,Small Loan,Low Risk,90.22661786465228,High,Good Loan,0,Low Income,19,Short Term
fulltime,10,MN,mortgage,34000.0,not verified,22.84,0.0,not_applicable,0.0,0,1983,0,20,8,36256,17375,0,1,0,0,3,3,15.0,8,0,0,2,7600,11,5,2,3,94.1,0,1,debt_consolidation,individual,7000,36,9.43,224.01,B,B1,2018-03-01,current,whole,Cash,6489.0,668.36,511.0,157.36,0.0,Late (60+ Months),Medium Loan,Moderate Risk,47.92310238305384,Medium,Good Loan,0,Low Income,43,Short Term
not_provided,0,FL,mortgage,64800.0,source verified,10.93,0.0,not_applicable,0.0,1,1999,1,13,6,289278,23471,0,0,0,0,2,4,9.0,6,0,0,1,2500,3,2,2,2,84.6,0,0,major_purchase,individual,5000,36,10.41,162.31,B,B3,2018-03-01,current,fractional,Cash,4640.09,484.04,359.91,124.13,0.0,Late (37-60 Months),Medium Loan,Low Risk,8.113648462724438,Low,Good Loan,0,Middle Income,27,Short Term
bulk_mail_technician,10,IN,rent,60800.0,source verified,11.44,0.0,not_applicable,0.0,1,1996,3,33,13,22081,12168,0,0,0,0,2,9,6.0,13,0,0,3,5600,17,11,8,0,84.8,0,0,credit_card,individual,3500,36,12.61,117.28,C,C1,2018-03-01,current,whole,Cash,3255.95,346.94,244.05,102.89,0.0,Late (13-36 Months),Small Loan,Low Risk,55.106199900366825,Medium,Good Loan,0,Middle Income,30,Short Term
plumber_pipefitter,10,CA,own,120000.0,source verified,4.22,0.0,not_applicable,0.0,0,1995,2,17,8,169700,10468,0,0,0,489,0,3,5.0,8,0,0,3,11900,13,7,5,1,93.8,0,0,debt_consolidation,individual,15000,36,9.93,483.52,B,B2,2018-02-01,current,whole,Cash,13249.38,2215.8,1750.62,465.18,0.0,Late (37-60 Months),Large Loan,Low Risk,6.168532704773129,Low,Good Loan,0,High Income,31,Short Term
insurance_finanical_coordinator,10,CA,mortgage,55584.0,source verified,26.17,0.0,not_applicable,0.0,0,2004,0,33,8,302478,23552,0,0,0,0,1,2,6.0,8,0,0,4,13500,27,6,4,4,63.6,0,0,debt_consolidation,individual,13775,36,13.59,468.06,C,C2,2018-02-01,current,whole,Cash,12505.39,1882.65,1269.61,613.04,0.0,Late (37-60 Months),Medium Loan,Moderate Risk,7.786351404069055,Low,Good Loan,0,Middle Income,22,Short Term
paraprofessional,9,NJ,rent,38455.0,verified,29.9,0.0,not_applicable,0.0,0,2003,4,57,21,74199,47941,0,0,0,0,5,13,3.0,21,0,0,3,18500,36,15,5,0,100.0,0,0,credit_card,individual,5000,36,13.58,169.87,C,C2,2018-03-01,current,whole,Cash,4656.28,488.87,343.72,145.15,0.0,Never Late,Medium Loan,Moderate Risk,64.61138290273453,Medium,Good Loan,0,Low Income,23,Short Term
licensed_practical_nurse,3,NY,own,40000.0,not verified,23.97,105000.0,Not Verified,20.43,0,2001,10,28,9,61108,53651,0,0,0,0,2,2,8.0,9,0,0,1,500,14,7,3,1,60.7,0,0,other,joint,6500,36,22.91,251.31,E,E1,2018-01-01,current,fractional,Cash,5839.17,1240.0,660.83,579.17,0.0,Late (13-36 Months),Medium Loan,Moderate Risk,87.79701512076979,High,Good Loan,0,Low Income,25,Short Term
nursing_assistant,3,NJ,mortgage,35000.0,verified,12.04,0.0,not_applicable,0.0,0,2014,4,10,8,150664,6769,0,0,0,0,0,5,8.0,8,0,0,3,8500,8,7,7,2,100.0,0,0,home_improvement,individual,16825,36,18.45,612.07,D,D2,2018-03-01,current,whole,Cash,15748.46,1818.96,1076.54,742.42,0.0,Never Late,Large Loan,Low Risk,4.492778633250146,Low,Good Loan,0,Low Income,12,Short Term
sales_manager,10,NC,mortgage,115000.0,not verified,5.19,146000.0,Not Verified,5.16,0,2000,2,16,7,305989,15636,0,0,0,0,0,4,6.0,7,0,0,2,12000,8,6,5,2,81.3,0,0,debt_consolidation,joint,20000,60,13.58,461.03,C,C2,2018-02-01,current,whole,Cash,19287.91,1368.0,712.09,655.91,0.0,Late (37-60 Months),Large Loan,Low Risk,5.109987613933834,Low,Good Loan,0,High Income,26,Long Term
staff_rn,10,LA,rent,100000.0,verified,26.52,0.0,not_applicable,0.0,0,2006,0,32,14,138007,82211,0,0,0,0,3,8,16.0,14,0,0,9,66100,16,11,11,0,100.0,0,0,credit_card,individual,30000,60,19.42,785.17,D,D3,2018-03-01,current,whole,Cash,29087.35,2290.78,912.65,1378.13,0.0,Never Late,Very Large Loan,Moderate Risk,59.57016673067308,Medium,Good Loan,0,High Income,20,Long Term
supervisor,10,NC,own,46000.0,not verified,26.61,0.0,not_applicable,0.0,0,2007,0,37,22,118124,27923,0,0,0,0,3,2,6.0,22,0,0,6,52300,24,19,9,0,100.0,0,0,credit_card,individual,10000,60,9.44,209.73,B,B1,2018-02-01,current,whole,Cash,9469.53,833.68,530.47,303.21,0.0,Never Late,Medium Loan,Moderate Risk,23.63871863465511,Low,Good Loan,0,Low Income,19,Long Term
vice_president,10,FL,mortgage,100000.0,not verified,16.31,0.0,not_applicable,0.0,0,2001,0,16,6,498750,64047,0,0,0,0,1,2,23.0,6,0,0,1,27500,8,4,2,2,93.8,0,0,credit_card,individual,26000,60,10.91,564.14,B,B4,2018-02-01,current,whole,DirectPay,24670.99,2240.8,1329.01,911.79,0.0,Never Late,Large Loan,Low Risk,12.841503759398496,Low,Good Loan,0,High Income,25,Long Term
accountant,3,CA,mortgage,70000.0,source verified,24.6,160000.0,Source Verified,11.55,1,2001,2,43,19,434710,54067,0,0,0,0,3,4,7.0,19,0,0,7,41000,27,15,12,1,97.6,0,0,debt_consolidation,joint,14000,36,6.72,430.49,A,A3,2018-02-01,current,whole,Cash,12579.76,1742.87,1420.24,322.63,0.0,Never Late,Medium Loan,Moderate Risk,12.437487060339077,Low,Good Loan,0,Middle Income,25,Short Term
seaman,1,WA,rent,58800.0,verified,14.43,68800.0,Not Verified,14.98,0,2008,0,20,7,133176,28613,0,0,0,0,3,4,6.0,7,0,0,2,5400,7,3,2,3,100.0,0,0,other,joint,1000,36,13.59,33.98,C,C2,2018-02-01,fully paid,whole,Cash,0.0,1006.795,1000.0,6.79,0.0,Never Late,Small Loan,Low Risk,21.48510242085661,Low,Good Loan,0,Middle Income,18,Short Term
